ID;Date;Video Name check in;Video link;Video check:in check;Video Name check out;Video link.1;Video check:out check;Check:in;Check:out;Duration;Flight event;Way out;No. Videos;iNat Sharing;Class;Order;Suborder;Infraorder;Superfamily;Family;Subfamily;Genus;Species;Classification class;Classification class refined;Parent folder 1;Parent folder 2;Parent folder 3;Parent folder 4;Parent folder 5;Parent folder 6;Key
58;2021-07-13;2021-07-13_14-46-56;video;ok;2021-07-13_14-46-56;video;ok;2021-07-13 14:46:56;2021-07-13 14:47:03;0 days 00:00:07;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
59;2021-07-13;2021-07-13_14-54-17;video;ok;2021-07-13_14-54-17;video;ok;2021-07-13 14:54:17;2021-07-13 14:54:23;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
60;2021-07-13;2021-07-13_15-24-48;video;ok;2021-07-13_15-24-48;video;ok;2021-07-13 15:24:48;2021-07-13 15:24:50;0 days 00:00:02;yes;exit;1 video;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Apoidea;Apidae;Apinae;Bombus;#N/C;bee;bee;Apidae;Apoidea;Aculeata;Apocrita;Hymenoptera;Insecta;Insecta.Hymenoptera.Apocrita.Aculeata.Apoidea.Apidae.Apinae.Bombus.#N/C
61;2021-07-13;2021-07-13_15-39-52;video;ok;2021-07-13_15-39-52;video;ok;2021-07-13 15:39:52;2021-07-13 15:39:56;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
62;2021-07-13;2021-07-13_15-54-28;video;ok;2021-07-13_15-54-28;video;ok;2021-07-13 15:54:28;2021-07-13 15:54:39;0 days 00:00:11;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
63;2021-07-13;2021-07-13_15-54-28;video;ok;2021-07-13_15-54-28;video;ok;2021-07-13 15:54:53;2021-07-13 16:00:40;0 days 00:05:47;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Sciomyzoidea;Sepsidae;Sepsinae;Sepsis;#N/C;scavenger_fly;scavenger_fly;Sepsidae;Sciomyzoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Sciomyzoidea.Sepsidae.Sepsinae.Sepsis.#N/C
64;2021-07-13;2021-07-13_16-04-18;video;ok;2021-07-13_16-04-18;video;ok;2021-07-13 16:04:18;2021-07-13 16:04:30;0 days 00:00:12;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
65;2021-07-13;2021-07-13_16-34-24;video;ok;2021-07-13_16-34-24;video;ok;2021-07-13 16:34:24;2021-07-13 16:34:29;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
66;2021-07-13;2021-07-13_16-40-57;video;ok;2021-07-13_16-40-57;video;ok;2021-07-13 16:40:57;2021-07-13 16:41:02;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
67;2021-07-13;2021-07-13_16-45-53;video;ok;2021-07-13_16-45-53;video;ok;2021-07-13 16:45:53;2021-07-13 16:45:59;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
68;2021-07-13;2021-07-13_16-51-15;video;ok;2021-07-13_16-51-15;video;ok;2021-07-13 16:51:15;2021-07-13 16:51:44;0 days 00:00:29;?;?;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
69;2021-07-13;2021-07-13_16-51-15;video;ok;2021-07-13_16-51-15;video;ok;2021-07-13 16:51:15;2021-07-13 16:51:44;0 days 00:00:29;?;?;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
70;2021-07-13;2021-07-13_16-53-32;video;ok;2021-07-13_16-53-32;video;ok;2021-07-13 16:53:32;2021-07-13 16:53:35;0 days 00:00:03;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
71;2021-07-13;2021-07-13_16-55-03;video;ok;2021-07-13_16-55-03;video;ok;2021-07-13 16:55:03;2021-07-13 16:55:07;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
72;2021-07-13;2021-07-13_16-57-08;video;ok;2021-07-13_16-57-08;video;ok;2021-07-13 16:57:27;2021-07-13 16:57:42;0 days 00:00:15;?;?;1 video;no;Insecta;Orthoptera;Caelifera;Acrididea;Acridoidea;Acrididae;Gomphocerinae;Chorthippus;#N/C;grasshopper;grasshopper;nan;nan;nan;nan;Orthoptera;Insecta;Insecta.Orthoptera.Caelifera.Acrididea.Acridoidea.Acrididae.Gomphocerinae.Chorthippus.#N/C
73;2021-07-13;2021-07-13_16-57-08;video;ok;2021-07-13_16-57-08;video;ok;2021-07-13 16:57:55;2021-07-13 16:57:56;0 days 00:00:01;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;fly;fly;nan;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Muscoidea.Fanniidae.0.Fannia.#N/C
74;2021-07-13;2021-07-13_17-10-39;video;ok;2021-07-13_17-10-39;video;ok;2021-07-13 17:10:42;2021-07-13 17:10:47;0 days 00:00:05;?;?;1 video;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;Formicinae;Lasius;fuliginosus;ant;ant;Formicidae;Formicoidea;Aculeata;Apocrita;Hymenoptera;Insecta;Insecta.Hymenoptera.Apocrita.Aculeata.Formicoidea.Formicidae.Formicinae.Lasius.fuliginosus
75;2021-07-13;2021-07-13_17-13-55;video;ok;2021-07-13_17-13-55;video;ok;2021-07-13 17:13:55;2021-07-13 17:13:59;0 days 00:00:04;?;?;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Melanostoma.#N/C
76;2021-07-13;2021-07-13_17-32-05;video;ok;2021-07-13_17-32-05;video;ok;2021-07-13 17:32:05;2021-07-13 17:32:13;0 days 00:00:08;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
77;2021-07-13;2021-07-13_17-45-32;video;ok;2021-07-13_17-45-32;video;ok;2021-07-13 17:45:32;2021-07-13 17:45:36;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Bibionomorpha;Sciaroidea;Keroplatidae;Macrocerinae;Macrocera;#N/C;Sciaroidea;fungus_gnat;nan;Sciaroidea;Bibionomorpha;Nematocera;Diptera;Insecta;Insecta.Diptera.Nematocera.Bibionomorpha.Sciaroidea.Keroplatidae.Macrocerinae.Macrocera.#N/C
78;2021-07-13;2021-07-13_17-56-52;video;ok;2021-07-13_17-56-52;video;ok;2021-07-13 17:56:52;2021-07-13 17:57:00;0 days 00:00:08;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
79;2021-07-13;2021-07-13_17-59-20;video;ok;2021-07-13_17-59-20;video;ok;2021-07-13 17:59:20;2021-07-13 17:59:26;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
80;2021-07-13;2021-07-13_18-03-08;video;ok;2021-07-13_18-03-08;video;ok;2021-07-13 18:03:08;2021-07-13 18:03:17;0 days 00:00:09;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
81;2021-07-13;2021-07-13_18-42-56;video;ok;2021-07-13_18-42-56;video;ok;2021-07-13 18:42:56;2021-07-13 18:43:03;0 days 00:00:07;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
82;2021-07-13;2021-07-13_18-46-29;video;ok;2021-07-13_18-46-29;video;ok;2021-07-13 18:46:29;2021-07-13 18:46:33;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
83;2021-07-13;2021-07-13_18-47-51;video;ok;2021-07-13_18-47-51;video;ok;2021-07-13 18:47:51;2021-07-13 18:47:57;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
84;2021-07-13;2021-07-13_19-04-35;video;ok;2021-07-13_19-04-35;video;ok;2021-07-13 19:04:35;2021-07-13 19:04:42;0 days 00:00:07;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
85;2021-07-13;2021-07-13_19-07-17;video;ok;2021-07-13_19-07-17;video;ok;2021-07-13 19:07:17;2021-07-13 19:07:21;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
86;2021-07-13;2021-07-13_19-18-51;video;ok;2021-07-13_19-18-51;video;ok;2021-07-13 19:18:51;2021-07-13 19:18:55;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
87;2021-07-13;2021-07-13_19-47-05;video;ok;2021-07-13_19-47-05;video;ok;2021-07-13 19:47:05;2021-07-13 19:47:09;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Rhopalocera;Papilionoidea;#N/C;#N/C;#N/C;#N/C;Papilionoidea;butterfly;nan;nan;Rhopalocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Rhopalocera.Papilionoidea.#N/C.#N/C.#N/C.#N/C
88;2021-07-13;2021-07-13_20-12-12;video;ok;2021-07-13_20-12-12;video;ok;2021-07-13 20:12:12;2021-07-13 20:12:24;0 days 00:00:12;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
89;2021-07-13;2021-07-13_20-30-00;video;ok;2021-07-13_20-30-00;video;ok;2021-07-13 20:30:00;2021-07-13 20:30:03;0 days 00:00:03;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
90;2021-07-13;2021-07-13_20-37-35;video;ok;2021-07-13_20-37-35;video;ok;2021-07-13 20:37:55;2021-07-13 20:38:54;0 days 00:00:59;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
91;2021-07-13;2021-07-13_20-49-25;video;ok;2021-07-13_20-49-25;video;ok;2021-07-13 20:49:25;2021-07-13 20:49:34;0 days 00:00:09;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
192;2021-07-21;2021-07-21_21-34-16;video;ok;2021-07-21_21-34-16;video;ok;2021-07-21 22:29:43;2021-07-21 23:49:09;0 days 01:19:26;no;?;1 video;no;Insecta;Dermaptera;Forficulina;0;Forficuloidea;Forficulidae;Forficulinae;#N/C;#N/C;earwig;earwig;nan;Forficuloidea;nan;Forficulina;Dermaptera;Insecta;Insecta.Dermaptera.Forficulina.0.Forficuloidea.Forficulidae.Forficulinae.#N/C.#N/C
93;2021-07-14;2021-07-14_08-36-49;video;ok;2021-07-14_08-36-49;video;ok;2021-07-14 08:36:49;2021-07-14 08:36:55;0 days 00:00:06;?;?;1 video;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;Ichneumonidae;Banchinae;Exetastes;#N/C;Ichneumonidae;parasitoid_wasp;nan;nan;Parasitica;Apocrita;Hymenoptera;Insecta;Insecta.Hymenoptera.Apocrita.Parasitica.Ichneumonoidea.Ichneumonidae.Banchinae.Exetastes.#N/C
94;2021-07-14;2021-07-14_09-16-05;video;ok;2021-07-14_09-16-05;video;ok;2021-07-14 09:16:05;2021-07-14 09:16:09;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
95;2021-07-15;2021-07-15_18-28-14;video;ok;2021-07-15_18-30-34;video;ok;2021-07-15 18:28:14;2021-07-15 18:31:44;0 days 00:03:30;no;entrance;2 videos;yes;Insecta;Lepidoptera;Glossata;Rhopalocera;Zygaenoidea;Zygaenidae;Procridinae;#N/C;#N/C;butterfly;butterfly;nan;nan;Rhopalocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Rhopalocera.Zygaenoidea.Zygaenidae.Procridinae.#N/C.#N/C
96;2021-07-15;2021-07-15_18-53-14;video;ok;2021-07-15_18-53-14;video;ok;2021-07-15 18:53:14;2021-07-15 18:53:34;0 days 00:00:20;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
97;2021-07-15;2021-07-15_19-10-27;video;ok;2021-07-15_19-10-27;video;ok;2021-07-15 19:10:27;2021-07-15 19:10:34;0 days 00:00:07;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
98;2021-07-15;2021-07-15_19-15-02;video;ok;2021-07-15_19-15-02;video;ok;2021-07-15 19:15:02;2021-07-15 19:15:06;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
99;2021-07-15;2021-07-15_19-15-02;video;ok;2021-07-15_19-15-02;video;ok;2021-07-15 19:15:36;2021-07-15 19:15:51;0 days 00:00:15;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Sphaerophoria.#N/C
100;2021-07-15;2021-07-15_19-20-29;video;ok;2021-07-15_19-20-29;video;ok;2021-07-15 19:20:29;2021-07-15 19:20:34;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
101;2021-07-15;2021-07-15_19-28-52;video;ok;2021-07-15_19-28-52;video;ok;2021-07-15 19:28:52;2021-07-15 19:29:25;0 days 00:00:33;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
102;2021-07-15;2021-07-15_19-30-59;video;ok;2021-07-15_19-30-59;video;ok;2021-07-15 19:30:59;2021-07-15 19:31:04;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
103;2021-07-15;2021-07-15_19-53-41;video;ok;2021-07-15_19-53-41;video;ok;2021-07-15 19:53:41;2021-07-15 19:53:50;0 days 00:00:09;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
104;2021-07-15;2021-07-15_19-53-41;video;ok;2021-07-15_19-53-41;video;ok;2021-07-15 19:54:04;2021-07-15 19:54:28;0 days 00:00:24;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Melanostoma.#N/C
105;2021-07-15;2021-07-15_20-02-02;video;ok;2021-07-15_20-02-02;video;ok;2021-07-15 20:02:02;2021-07-15 20:02:06;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
106;2021-07-15;2021-07-15_20-28-09;video;ok;2021-07-15_20-28-09;video;ok;2021-07-15 20:28:09;2021-07-15 20:28:15;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
107;2021-07-15;2021-07-15_20-46-08;video;ok;2021-07-15_20-46-08;video;ok;2021-07-15 20:46:08;2021-07-15 20:46:15;0 days 00:00:07;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
108;2021-07-15;2021-07-15_21-00-23;video;ok;2021-07-15_21-05-52;video;ok;2021-07-15 21:05:23;2021-07-15 21:06:23;0 days 00:01:00;yes;exit;2 videos;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;Muscoidea;fly;nan;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Muscoidea.#N/C.#N/C.#N/C.#N/C
109;2021-07-15;2021-07-15_21-09-05;video;ok;2021-07-15_21-09-05;video;ok;2021-07-15 21:09:05;2021-07-15 21:09:09;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
110;2021-07-15;2021-07-15_21-18-46;video;ok;2021-07-15_21-18-46;video;ok;2021-07-15 21:18:46;2021-07-15 21:19:12;0 days 00:00:26;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Opomyzidae;#N/C;#N/C;#N/C;fly;mining_fly;nan;Opomyzoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Opomyzoidea.Opomyzidae.#N/C.#N/C.#N/C
111;2021-07-15;2021-07-15_21-29-02;video;ok;2021-07-15_21-29-02;video;ok;2021-07-15 21:29:02;2021-07-15 21:29:05;0 days 00:00:03;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Tipulomorpha;Tipuloidea;Tipulidae;Tipulinae;Nephrotoma;#N/C;crane_fly;crane_fly;nan;Tipuloidea;Tipulomorpha;Nematocera;Diptera;Insecta;Insecta.Diptera.Nematocera.Tipulomorpha.Tipuloidea.Tipulidae.Tipulinae.Nephrotoma.#N/C
112;2021-07-15;2021-07-15_21-29-45;video;ok;2021-07-15_21-29-45;video;ok;2021-07-15 21:29:45;2021-07-15 21:29:52;0 days 00:00:07;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;fly;fly;nan;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Muscoidea.Fanniidae.0.Fannia.#N/C
113;2021-07-15;2021-07-15_22-12-01;video;ok;2021-07-15_22-12-01;video;ok;2021-07-15 21:33:12;2021-07-15 21:33:17;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Diptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Diptera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
114;2021-07-15;2021-07-15_21-36-47;video;ok;2021-07-15_21-36-47;video;ok;2021-07-15 21:36:47;2021-07-15 21:37:10;0 days 00:00:23;no;entrance;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Phycitinae;Ephestia;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Pyraloidea.Pyralidae.Phycitinae.Ephestia.#N/C
115;2021-07-15;2021-07-15_21-42-51;video;ok;2021-07-15_21-42-51;video;ok;2021-07-15 21:42:51;2021-07-15 21:43:11;0 days 00:00:20;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
