ID;Date;Video Name check in;Video Name check out;Check:in;Check:out;Duration;Flight event;Way out;No. Videos;iNat Sharing;Class;Order;Suborder;Infraorder;Superfamily;Family;Subfamily;Genus;Species;Leaf_reclass;Family_reclass;Superfamily_reclass;Infraorder_reclass;Suborder_reclass;Order_reclass;Class_reclass
87;2021-07-13;2021-07-13_19-47-05;2021-07-13_19-47-05;2021-07-13 19:47:05;2021-07-13 19:47:09;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Rhopalocera;Papilionoidea;#N/C;#N/C;#N/C;#N/C;butterfly;;;Rhopalocera;;Lepidoptera;Insecta
88;2021-07-13;2021-07-13_20-12-12;2021-07-13_20-12-12;2021-07-13 20:12:12;2021-07-13 20:12:24;0 days 00:00:12;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
89;2021-07-13;2021-07-13_20-30-00;2021-07-13_20-30-00;2021-07-13 20:30:00;2021-07-13 20:30:03;0 days 00:00:03;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
90;2021-07-13;2021-07-13_20-37-35;2021-07-13_20-37-35;2021-07-13 20:37:55;2021-07-13 20:38:54;0 days 00:00:59;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
91;2021-07-13;2021-07-13_20-49-25;2021-07-13_20-49-25;2021-07-13 20:49:25;2021-07-13 20:49:34;0 days 00:00:09;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
192;2021-07-21;2021-07-21_21-34-16;2021-07-21_21-34-16;2021-07-21 22:29:43;2021-07-21 23:49:09;0 days 01:19:26;no;?;1 video;no;Insecta;Dermaptera;Forficulina;0;Forficuloidea;Forficulidae;Forficulinae;#N/C;#N/C;earwig;;;;;Dermaptera;Insecta
93;2021-07-14;2021-07-14_08-36-49;2021-07-14_08-36-49;2021-07-14 08:36:49;2021-07-14 08:36:55;0 days 00:00:06;?;?;1 video;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;Ichneumonidae;Banchinae;Exetastes;#N/C;parasitoid_wasp;;;Parasitica;Apocrita;Hymenoptera;Insecta
94;2021-07-14;2021-07-14_09-16-05;2021-07-14_09-16-05;2021-07-14 09:16:05;2021-07-14 09:16:09;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
95;2021-07-15;2021-07-15_18-28-14;2021-07-15_18-30-34;2021-07-15 18:28:14;2021-07-15 18:31:44;0 days 00:03:30;no;entrance;2 videos;yes;Insecta;Lepidoptera;Glossata;Rhopalocera;Zygaenoidea;Zygaenidae;Procridinae;#N/C;#N/C;butterfly;;;Rhopalocera;;Lepidoptera;Insecta
96;2021-07-15;2021-07-15_18-53-14;2021-07-15_18-53-14;2021-07-15 18:53:14;2021-07-15 18:53:34;0 days 00:00:20;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
97;2021-07-15;2021-07-15_19-10-27;2021-07-15_19-10-27;2021-07-15 19:10:27;2021-07-15 19:10:34;0 days 00:00:07;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
98;2021-07-15;2021-07-15_19-15-02;2021-07-15_19-15-02;2021-07-15 19:15:02;2021-07-15 19:15:06;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
99;2021-07-15;2021-07-15_19-15-02;2021-07-15_19-15-02;2021-07-15 19:15:36;2021-07-15 19:15:51;0 days 00:00:15;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
100;2021-07-15;2021-07-15_19-20-29;2021-07-15_19-20-29;2021-07-15 19:20:29;2021-07-15 19:20:34;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
101;2021-07-15;2021-07-15_19-28-52;2021-07-15_19-28-52;2021-07-15 19:28:52;2021-07-15 19:29:25;0 days 00:00:33;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
102;2021-07-15;2021-07-15_19-30-59;2021-07-15_19-30-59;2021-07-15 19:30:59;2021-07-15 19:31:04;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
103;2021-07-15;2021-07-15_19-53-41;2021-07-15_19-53-41;2021-07-15 19:53:41;2021-07-15 19:53:50;0 days 00:00:09;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
104;2021-07-15;2021-07-15_19-53-41;2021-07-15_19-53-41;2021-07-15 19:54:04;2021-07-15 19:54:28;0 days 00:00:24;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
105;2021-07-15;2021-07-15_20-02-02;2021-07-15_20-02-02;2021-07-15 20:02:02;2021-07-15 20:02:06;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
106;2021-07-15;2021-07-15_20-28-09;2021-07-15_20-28-09;2021-07-15 20:28:09;2021-07-15 20:28:15;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
107;2021-07-15;2021-07-15_20-46-08;2021-07-15_20-46-08;2021-07-15 20:46:08;2021-07-15 20:46:15;0 days 00:00:07;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
108;2021-07-15;2021-07-15_21-00-23;2021-07-15_21-05-52;2021-07-15 21:05:23;2021-07-15 21:06:23;0 days 00:01:00;yes;exit;2 videos;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
109;2021-07-15;2021-07-15_21-09-05;2021-07-15_21-09-05;2021-07-15 21:09:05;2021-07-15 21:09:09;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
110;2021-07-15;2021-07-15_21-18-46;2021-07-15_21-18-46;2021-07-15 21:18:46;2021-07-15 21:19:12;0 days 00:00:26;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Opomyzoidea;Opomyzidae;#N/C;#N/C;#N/C;;;;Muscomorpha;Insecta;Diptera;Brachycera
111;2021-07-15;2021-07-15_21-29-02;2021-07-15_21-29-02;2021-07-15 21:29:02;2021-07-15 21:29:05;0 days 00:00:03;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Tipulomorpha;Tipuloidea;Tipulidae;Tipulinae;Nephrotoma;#N/C;crane_fly;;Tipuloidea;Tipulomorpha;Nematocera;Diptera;Insecta
112;2021-07-15;2021-07-15_21-29-45;2021-07-15_21-29-45;2021-07-15 21:29:45;2021-07-15 21:29:52;0 days 00:00:07;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
113;2021-07-15;2021-07-15_22-12-01;2021-07-15_22-12-01;2021-07-15 21:33:12;2021-07-15 21:33:17;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Diptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;Diptera;Insecta
114;2021-07-15;2021-07-15_21-36-47;2021-07-15_21-36-47;2021-07-15 21:36:47;2021-07-15 21:37:10;0 days 00:00:23;no;entrance;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Phycitinae;Ephestia;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
115;2021-07-15;2021-07-15_21-42-51;2021-07-15_21-42-51;2021-07-15 21:42:51;2021-07-15 21:43:11;0 days 00:00:20;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
116;2021-07-15;2021-07-15_21-46-28;2021-07-15_21-46-28;2021-07-15 21:46:28;2021-07-15 21:46:37;0 days 00:00:09;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
117;2021-07-15;2021-07-15_21-49-19;2021-07-15_21-49-19;2021-07-15 21:49:19;2021-07-15 21:50:23;0 days 00:01:04;no;exit;1 video;no;Insecta;Coleoptera;Polyphaga;Cucujiformia;Tenebrionoidea;Anthicidae;Anthicinae;Notoxus;monoceros;tenebrionoid_beetle;;Tenebrionoidea;;;Coleoptera;Insecta
118;2021-07-15;2021-07-15_21-54-09;2021-07-15_21-54-09;2021-07-15 21:54:09;2021-07-15 21:54:34;0 days 00:00:25;no;entrance;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Phycitinae;Ephestia;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
119;2021-07-15;2021-07-15_21-57-07;2021-07-15_21-57-07;2021-07-15 21:57:07;2021-07-15 21:58:00;0 days 00:00:53;yes;exit;1 video;yes;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;;Insecta
120;2021-07-15;2021-07-15_21-59-26;2021-07-15_21-59-26;2021-07-15 21:59:26;2021-07-15 22:00:21;0 days 00:00:55;yes;exit;1 video;no;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;;Insecta
121;2021-07-15;2021-07-15_21-59-26;2021-07-15_21-59-26;2021-07-15 21:59:36;2021-07-15 22:00:21;0 days 00:00:45;yes;?;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
122;2021-07-15;2021-07-15_22-01-03;2021-07-15_22-01-03;2021-07-15 22:01:03;2021-07-15 22:03:56;0 days 00:02:53;no;entrance;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Phycitinae;Ephestia;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
123;2021-07-15;2021-07-15_22-06-24;2021-07-15_22-06-24;2021-07-15 22:06:24;2021-07-15 22:08:33;0 days 00:02:09;no;entrance;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Phycitinae;Ephestia;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
124;2021-07-15;2021-07-15_22-06-24;2021-07-15_22-06-24;2021-07-15 22:06:24;2021-07-15 22:08:33;0 days 00:02:09;no;entrance;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Phycitinae;Ephestia;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
125;2021-07-15;2021-07-15_22-06-24;2021-07-15_22-06-24;2021-07-15 22:09:07;2021-07-15 22:09:09;0 days 00:00:02;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Pyralinae;Endotricha;flammealis;moth;;;Heterocera;;Lepidoptera;Insecta
126;2021-07-15;2021-07-15_22-12-01;2021-07-15_22-12-01;2021-07-15 22:12:01;2021-07-15 22:13:31;0 days 00:01:30;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Ephydroidea;Drosophilidae;Drosophilinae;Drosophila;#N/C;fruit_fly;;Ephydroidea;Muscomorpha;Brachycera;Diptera;Insecta
127;2021-07-15;2021-07-15_22-12-01;2021-07-15_22-12-01;2021-07-15 22:13:08;2021-07-15 22:13:30;0 days 00:00:22;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
128;2021-07-15;2021-07-15_22-12-01;2021-07-15_22-12-01;2021-07-15 22:13:25;2021-07-15 22:14:09;0 days 00:00:44;no;entrance;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Phycitinae;Ephestia;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
129;2021-07-15;2021-07-15_22-14-55;2021-07-15_22-14-55;2021-07-15 22:14:55;2021-07-15 22:15:00;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Crambidae;Crambinae;Chrysoteuchia;culmella;moth;;;Heterocera;;Lepidoptera;Insecta
130;2021-07-15;2021-07-15_22-22-42;2021-07-15_22-22-42;2021-07-15 22:22:42;2021-07-15 22:22:46;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Tipulomorpha;Tipuloidea;Tipulidae;Tipulinae;Nephrotoma;#N/C;crane_fly;;Tipuloidea;Tipulomorpha;Nematocera;Diptera;Insecta
131;2021-07-15;2021-07-15_22-25-11;2021-07-15_22-25-11;2021-07-15 22:25:11;2021-07-15 22:26:13;0 days 00:01:02;no;exit;1 video;yes;Insecta;Orthoptera;Caelifera;Acrididea;Acridoidea;Acrididae;Gomphocerinae;Pseudochorthippus;parallelus;grasshopper;;;;;Orthoptera;Insecta
92;2021-07-14;2021-07-14_07-36-10;2021-07-14_07-36-10;2021-07-14 07:36:10;2021-07-14 07:36:13;0 days 00:00:03;yes;exit;1 video;yes;Insecta;Hemiptera;Heteroptera;Pentatomomorpha;Miroidea;Miridae;Orthotylinae;Orthotylus;#N/C;bug;;;;Heteroptera;Hemiptera;Insecta
133;2021-07-15;2021-07-15_22-41-36;2021-07-15_22-41-36;2021-07-15 22:41:36;2021-07-15 22:41:40;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Tipulomorpha;Tipuloidea;Tipulidae;Tipulinae;#N/C;#N/C;crane_fly;;Tipuloidea;Tipulomorpha;Nematocera;Diptera;Insecta
134;2021-07-15;2021-07-15_22-49-23;2021-07-15_23-01-17;2021-07-15 22:49:23;2021-07-15 23:01:51;0 days 00:12:28;yes;exit;3 videos;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
135;2021-07-15;2021-07-15_22-52-45;2021-07-15_22-52-45;2021-07-15 22:52:45;2021-07-15 22:52:50;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Lepidoptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;Lepidoptera;Insecta
136;2021-07-15;2021-07-15_23-01-17;2021-07-15_23-01-17;2021-07-15 23:01:17;2021-07-15 23:01:51;0 days 00:00:34;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
137;2021-07-15;2021-07-15_23-03-03;2021-07-15_00-05-30;2021-07-15 23:03:03;2021-07-16 00:05:36;0 days 01:02:33;?;?;5 videos;yes;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
138;2021-07-16;2021-07-16_00-05-30;2021-07-16_00-05-30;2021-07-16 00:05:30;2021-07-16 00:05:58;0 days 00:00:28;no;exit;1 video;yes;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Phaneropterinae;Leptophyes;punctatissima;grasshopper;;;;;Orthoptera;Insecta
139;2021-07-16;2021-07-16_00-11-15;2021-07-16_00-11-15;2021-07-16 00:11:15;2021-07-16 00:11:20;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
140;2021-07-16;2021-07-16_00-17-38;2021-07-16_00-17-38;2021-07-16 00:17:38;2021-07-16 00:17:46;0 days 00:00:08;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Sciomyzoidea;Sepsidae;Sepsinae;Sepsis;#N/C;sciomyzoid_fly;;Sciomyzoidea;Muscomorpha;Brachycera;Diptera;Insecta
141;2021-07-16;2021-07-16_01-57-09;2021-07-16_02-03-41;2021-07-16 01:57:09;2021-07-16 02:04:23;0 days 00:07:14;no;entrance;3 videos;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;Formicinae;Lasius;#N/C;ant;Formicidae;;Aculeata;Apocrita;Hymenoptera;Insecta
142;2021-07-16;2021-07-16_01-57-09;2021-07-16_02-03-41;2021-07-16 01:58:32;2021-07-16 02:04:19;0 days 00:05:47;yes;exit;3 videos;yes;Insecta;Lepidoptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;Lepidoptera;Insecta
143;2021-07-16;2021-07-16_02-37-24;2021-07-16_02-37-24;2021-07-16 02:37:24;2021-07-16 02:37:30;0 days 00:00:06;yes;exit;1 video;yes;Insecta;Lepidoptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;Lepidoptera;Insecta
144;2021-07-16;2021-07-16_02-37-24;2021-07-16_02-37-24;2021-07-16 02:37:43;2021-07-16 02:37:45;0 days 00:00:02;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
145;2021-07-16;2021-07-16_02-58-22;2021-07-16_02-59-49;2021-07-16 02:58:22;2021-07-16 03:00:25;0 days 00:02:03;yes;exit;2 videos;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
146;2021-07-16;2021-07-16_02-59-49;2021-07-16_02-59-49;2021-07-16 02:59:49;2021-07-16 02:59:53;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
147;2021-07-16;2021-07-16_03-03-35;2021-07-16_03-03-35;2021-07-16 03:03:35;2021-07-16 03:03:43;0 days 00:00:08;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
148;2021-07-16;2021-07-16_03-11-38;2021-07-16_03-11-38;2021-07-16 03:11:38;2021-07-16 03:11:42;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
149;2021-07-16;2021-07-16_03-16-55;2021-07-16_03-16-55;2021-07-16 03:16:55;2021-07-16 03:17:00;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
150;2021-07-16;2021-07-16_03-17-45;2021-07-16_03-17-45;2021-07-16 03:17:45;2021-07-16 03:17:50;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
151;2021-07-16;2021-07-16_03-18-34;2021-07-16_03-18-34;2021-07-16 03:18:34;2021-07-16 03:18:39;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
152;2021-07-16;2021-07-16_03-18-34;2021-07-16_03-18-34;2021-07-16 03:18:53;2021-07-16 03:18:59;0 days 00:00:06;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
153;2021-07-16;2021-07-16_03-18-34;2021-07-16_03-18-34;2021-07-16 03:18:58;2021-07-16 03:19:03;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
154;2021-07-16;2021-07-16_03-22-24;2021-07-16_03-22-24;2021-07-16 03:22:24;2021-07-16 03:22:28;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
155;2021-07-16;2021-07-16_03-23-59;2021-07-16_03-23-59;2021-07-16 03:23:59;2021-07-16 03:24:03;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
156;2021-07-16;2021-07-16_03-23-59;2021-07-16_03-23-59;2021-07-16 03:24:45;2021-07-16 03:24:48;0 days 00:00:03;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
157;2021-07-16;2021-07-16_03-27-40;2021-07-16_03-27-40;2021-07-16 03:27:40;2021-07-16 03:27:45;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
158;2021-07-16;2021-07-16_03-30-29;2021-07-16_03-30-29;2021-07-16 03:30:29;2021-07-16 03:30:34;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
159;2021-07-16;2021-07-16_03-47-54;2021-07-16_03-47-54;2021-07-16 03:47:54;2021-07-16 03:48:00;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Culicomorpha;Culicoidea;Culicidae;#N/C;#N/C;#N/C;midge;;;Culicomorpha;Nematocera;Diptera;Insecta
160;2021-07-16;2021-07-16_04-09-37;2021-07-16_04-09-37;2021-07-16 04:09:37;2021-07-16 04:09:41;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;Lepidoptera;Insecta
161;2021-07-16;2021-07-16_04-15-20;2021-07-16_04-15-20;2021-07-16 04:15:27;2021-07-16 04:15:37;0 days 00:00:10;no;exit;1 video;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Phaneropterinae;Leptophyes;punctatissima;grasshopper;;;;;Orthoptera;Insecta
162;2021-07-16;2021-07-16_05-02-29;2021-07-16_05-02-29;2021-07-16 05:02:29;2021-07-16 05:02:39;0 days 00:00:10;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
163;2021-07-16;2021-07-16_06-13-44;2021-07-16_06-13-44;2021-07-16 06:13:44;2021-07-16 06:14:04;0 days 00:00:20;?;?;1 video;yes;Insecta;Lepidoptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;Lepidoptera;Insecta
164;2021-07-16;2021-07-16_08-28-59;2021-07-16_08-28-59;2021-07-16 08:28:59;2021-07-16 08:29:03;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;#N/C;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
165;2021-07-16;2021-07-16_12-07-21;2021-07-16_12-07-21;2021-07-16 12:07:21;2021-07-16 12:08:21;0 days 00:01:00;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
166;2021-07-16;2021-07-16_12-50-53;2021-07-16_13-31-12;2021-07-16 12:50:53;2021-07-16 13:35:58;0 days 00:45:05;no;exit;2 videos;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;Formicinae;Formica;#N/C;ant;Formicidae;;Aculeata;Apocrita;Hymenoptera;Insecta
167;2021-07-16;2021-07-16_15-36-48;2021-07-16_15-36-48;2021-07-16 15:36:48;2021-07-16 15:37:02;0 days 00:00:14;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
168;2021-07-16;2021-07-16_15-56-02;2021-07-16_15-56-02;2021-07-16 15:56:02;2021-07-16 15:56:07;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
169;2021-07-16;2021-07-16_17-18-01;2021-07-16_17-18-01;2021-07-16 17:18:01;2021-07-16 17:18:12;0 days 00:00:11;?;?;1 video;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;Ichneumonidae;Phygadeuontinae;Gelis;#N/C;parasitoid_wasp;;;Parasitica;Apocrita;Hymenoptera;Insecta
170;2021-07-19;2021-07-19_20-46-08;2021-07-19_20-46-08;2021-07-19 20:46:08;2021-07-19 20:46:14;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
171;2021-07-19;2021-07-19_21-00-23;2021-07-19_21-05-52;2021-07-19 21:00:23;2021-07-19 21:06:23;0 days 00:06:00;yes;exit;3 videos;no;Insecta;Diptera;Brachycera;Muscomorpha;Lauxanioidea;Lauxaniidae;Lauxaniinae;Sapromyza;#N/C;lauxaniid_fly;;Lauxanioidea;Muscomorpha;Brachycera;Diptera;Insecta
