ID;General-ID;Device;Date;Video Name check in;Video Name check out;Check:in;Check:out;Duration;Way in;Flight event;Way out;Image Database  ID;Image Database location;No. Videos;iNat Main suggestion;iNat Sharing;Class;Order;Suborder;Infraorder;Superfamily;Family;Subfamily;Genus;Species;Leaf_reclass;Family_reclass;Superfamily_reclass;Infraorder_reclass;Suborder_reclass;Order_reclass;Class_reclass
199;FAIR-D1_199;FAIR-D1;2023-09-10;FAIR-D1_2023-09-10_17-53-15;FAIR-D1_2023-09-10_17-53-15;2023-09-10 17:53:15;2023-09-10 17:53:24;00:00:09;entrance;yes;exit;199;FAIR-D1/199;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
200;FAIR-D1_200;FAIR-D1;2023-09-11;FAIR-D1_2023-09-11_08-32-43;FAIR-D1_2023-09-11_08-41-08;2023-09-11 08:32:43;2023-09-11 08:41:20;00:08:37;?;no;?;200;FAIR-D1/200;5 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
201;FAIR-D1_201;FAIR-D1;2023-09-11;FAIR-D1_2023-09-11_09-38-59;FAIR-D1_2023-09-11_09-38-59;2023-09-11 09:38:59;2023-09-11 09:39:04;00:00:05;exit;yes;exit;201;FAIR-D1/201;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
202;FAIR-D1_202;FAIR-D1;2023-09-11;FAIR-D1_2023-09-11_09-49-51;FAIR-D1_2023-09-11_09-49-51;2023-09-11 09:49:51;2023-09-11 09:49:56;00:00:05;exit;yes;exit;202;FAIR-D1/202;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Episyrphus;#N/C;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
203;FAIR-D1_203;FAIR-D1;2023-09-11;FAIR-D1_2023-09-11_10-14-20;FAIR-D1_2023-09-11_10-14-20;2023-09-11 10:14:20;2023-09-11 10:15:22;00:01:02;?;yes;exit;203;FAIR-D1/203;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
204;FAIR-D1_204;FAIR-D1;2023-09-11;FAIR-D1_2023-09-11_10-16-09;FAIR-D1_2023-09-11_10-16-09;2023-09-11 10:16:09;2023-09-11 10:16:20;00:00:11;entrance;no;?;204;FAIR-D1/204;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
205;FAIR-D1_205;FAIR-D1;2023-09-11;FAIR-D1_2023-09-11_15-43-47;FAIR-D1_2023-09-11_17-57-48;2023-09-11 15:43:47;2023-09-11 17:58:05;02:14:18;exit;no;?;205;FAIR-D1/205;5 videos;yes;no;Arachnida;Araneae;Arneomorphae;Araneomorphae;Araneoidea;Araneidae;Araneinae;#N/C;#N/C;spider;;;;;;Arachnida
206;FAIR-D1_206;FAIR-D1;2023-08-28;FAIR-D1_2023-08-28_07-15-01;FAIR-D1_2023-08-28_07-44-54;2023-08-28 07:15:01;2023-08-28 07:45:01;00:30:00;?;yes;exit;206;FAIR-D1/206;12 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
208;FAIR-D1_208;FAIR-D1;2023-08-28;FAIR-D1_2023-08-28_08-51-28;FAIR-D1_2023-08-28_08-51-28;2023-08-28 08:51:28;2023-08-28 08:51:40;00:00:12;?;no;exit;208;FAIR-D1/208;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
210;FAIR-D1_210;FAIR-D1;2023-08-28;FAIR-D1_2023-08-28_11-57-12;FAIR-D1_2023-08-28_11-57-12;2023-08-28 11:57:12;2023-08-28 11:57:59;00:00:47;?;yes;exit;210;FAIR-D1/210;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
211;FAIR-D1_211;FAIR-D1;2023-08-28;FAIR-D1_2023-08-28_12-35-00;FAIR-D1_2023-08-28_12-35-00;2023-08-28 12:35:00;2023-08-28 12:35:35;00:00:35;entrance;yes;?;211;FAIR-D1/211;1 video;no;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
216;FAIR-D1_216;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_12-03-22;FAIR-D1_2023-08-30_12-03-22;2023-08-30 12:03:22;2023-08-30 12:03:28;00:00:06;exit;no;exit;216;FAIR-D1/216;1 video;yes;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Vespoidea;Vespidae;Vespinae;Vespula;#N/C;wasp;Vespidae;Vespoidea;Aculeata;Apocrita;Hymenoptera;Insecta
217;FAIR-D1_217;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_12-42-01;FAIR-D1_2023-08-30_12-42-01;2023-08-30 12:42:01;2023-08-30 12:42:12;00:00:11;exit;yes;entrance;217;FAIR-D1/217;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
218;FAIR-D1_218;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_12-42-01;FAIR-D1_2023-08-30_12-42-01;2023-08-30 12:42:01;2023-08-30 12:42:12;00:00:11;entrance;no;entrance;218;FAIR-D1/218;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
219;FAIR-D1_219;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_12-46-32;FAIR-D1_2023-08-30_12-46-32;2023-08-30 12:46:32;2023-08-30 12:47:16;00:00:44;exit;yes;exit;219;FAIR-D1/219;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
220;FAIR-D1_220;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_12-46-32;FAIR-D1_2023-08-30_12-46-32;2023-08-30 12:47:11;2023-08-30 12:47:16;00:00:05;exit;yes;?;220;FAIR-D1/220;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
222;FAIR-D1_222;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_13-02-07;FAIR-D1_2023-08-30_13-02-07;2023-08-30 13:02:07;2023-08-30 13:02:14;00:00:07;?;no;exit;222;FAIR-D1/222;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
223;FAIR-D1_223;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_13-08-17;FAIR-D1_2023-08-30_13-08-17;2023-08-30 13:08:17;2023-08-30 13:08:31;00:00:14;exit;yes;entrance;223;FAIR-D1/223;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
224;FAIR-D1_224;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_13-08-17;FAIR-D1_2023-08-30_13-08-17;2023-08-30 13:08:23;2023-08-30 13:08:31;00:00:08;entrance;no;entrance;224;FAIR-D1/224;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
225;FAIR-D1_225;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_13-09-46;FAIR-D1_2023-08-30_13-09-46;2023-08-30 13:09:46;2023-08-30 13:09:57;00:00:11;entrance;no;entrance;225;FAIR-D1/225;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
226;FAIR-D1_226;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_13-10-36;FAIR-D1_2023-08-30_13-10-36;2023-08-30 13:10:36;2023-08-30 13:10:45;00:00:09;entrance;no;entrance;226;FAIR-D1/226;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
227;FAIR-D1_227;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_13-10-36;FAIR-D1_2023-08-30_13-23-36;2023-08-30 13:10:42;2023-08-30 13:23:41;00:12:59;entrance;no;exit;227;FAIR-D1/227;3 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
228;FAIR-D1_228;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_13-11-39;FAIR-D1_2023-08-30_13-11-39;2023-08-30 13:11:39;2023-08-30 13:11:50;00:00:11;entrance;no;entrance;228;FAIR-D1/228;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
229;FAIR-D1_229;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_13-23-36;FAIR-D1_2023-08-30_13-23-36;2023-08-30 13:23:36;2023-08-30 13:23:47;00:00:11;?;yes;exit;229;FAIR-D1/229;1 video;no;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
230;FAIR-D1_230;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_13-37-02;FAIR-D1_2023-08-30_13-37-02;2023-08-30 13:37:02;2023-08-30 13:37:43;00:00:41;entrance;no;?;230;FAIR-D1/230;1 video;yes;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;Ichneumonidae;#N/C;#N/C;#N/C;parasitoid_wasp;;;Parasitica;Apocrita;Hymenoptera;Insecta
232;FAIR-D1_232;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_14-10-16;FAIR-D1_2023-08-30_14-10-16;2023-08-30 14:10:16;2023-08-30 14:10:21;00:00:05;entrance;no;exit;232;FAIR-D1/232;1 video;yes;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Vespoidea;Vespidae;Vespinae;Vespula;#N/C;wasp;Vespidae;Vespoidea;Aculeata;Apocrita;Hymenoptera;Insecta
233;FAIR-D1_233;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_15-31-44;FAIR-D1_2023-08-30_15-31-44;2023-08-30 15:31:44;2023-08-30 15:31:53;00:00:09;entrance;no;entrance;233;FAIR-D1/233;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
234;FAIR-D1_234;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_15-31-44;FAIR-D1_2023-08-30_15-33-05;2023-08-30 15:31:44;2023-08-30 15:33:08;00:01:24;?;yes;exit;234;FAIR-D1/234;2 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
235;FAIR-D1_235;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_17-16-52;FAIR-D1_2023-08-30_17-16-52;2023-08-30 17:16:52;2023-08-30 17:17:07;00:00:15;?;yes;exit;235;FAIR-D1/235;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
236;FAIR-D1_236;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_17-26-06;FAIR-D1_2023-08-30_17-26-06;2023-08-30 17:26:06;2023-08-30 17:26:09;00:00:03;entrance;yes;exit;236;FAIR-D1/236;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
237;FAIR-D1_237;FAIR-D1;2023-08-30;FAIR-D1_2023-08-30_18-15-53;FAIR-D1_2023-08-30_18-15-53;2023-08-30 18:15:53;2023-08-30 18:16:00;00:00:07;exit;no;exit;237;FAIR-D1/237;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
238;FAIR-D1_238;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_09-02-57;FAIR-D1_2023-08-31_09-02-57;2023-08-31 09:02:57;2023-08-31 09:03:35;00:00:38;?;yes;exit;238;FAIR-D1/238;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
239;FAIR-D1_239;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_09-13-24;FAIR-D1_2023-08-31_09-13-24;2023-08-31 09:13:24;2023-08-31 09:14:08;00:00:44;entrance;no;entrance;239;FAIR-D1/239;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
240;FAIR-D1_240;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_09-31-02;FAIR-D1_2023-08-31_09-36-58;2023-08-31 09:31:02;2023-08-31 09:37:44;00:06:42;?;no;?;240;FAIR-D1/240;5 videos;no;no;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;;Insecta
241;FAIR-D1_241;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_09-44-39;FAIR-D1_2023-08-31_09-44-39;2023-08-31 09:44:39;2023-08-31 09:44:50;00:00:11;entrance;no;entrance;241;FAIR-D1/241;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
242;FAIR-D1_242;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_09-46-27;FAIR-D1_2023-08-31_09-46-27;2023-08-31 09:46:27;2023-08-31 09:47:05;00:00:38;entrance;no;entrance;242;FAIR-D1/242;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
243;FAIR-D1_243;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_10-56-22;FAIR-D1_2023-08-31_10-56-22;2023-08-31 10:56:22;2023-08-31 10:56:30;00:00:08;entrance;no;entrance;243;FAIR-D1/243;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
244;FAIR-D1_244;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_11-09-56;FAIR-D1_2023-08-31_11-09-56;2023-08-31 11:09:56;2023-08-31 11:10:48;00:00:52;entrance;no;entrance;244;FAIR-D1/244;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
245;FAIR-D1_245;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_11-16-37;FAIR-D1_2023-08-31_11-16-37;2023-08-31 11:16:37;2023-08-31 11:16:45;00:00:08;entrance;yes;exit;245;FAIR-D1/245;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
246;FAIR-D1_246;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_11-23-32;FAIR-D1_2023-08-31_11-23-32;2023-08-31 11:23:32;2023-08-31 11:23:42;00:00:10;entrance;no;exit;246;FAIR-D1/246;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
247;FAIR-D1_247;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_12-17-25;FAIR-D1_2023-08-31_12-17-25;2023-08-31 12:17:25;2023-08-31 12:17:39;00:00:14;entrance;yes;exit;247;FAIR-D1/247;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
249;FAIR-D1_249;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_12-59-03;FAIR-D1_2023-08-31_12-59-03;2023-08-31 12:59:03;2023-08-31 12:59:13;00:00:10;entrance;yes;exit;249;FAIR-D1/249;1 video;yes;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Vespoidea;Vespidae;Vespinae;Vespula;#N/C;wasp;Vespidae;Vespoidea;Aculeata;Apocrita;Hymenoptera;Insecta
250;FAIR-D1_250;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_13-02-35;FAIR-D1_2023-08-31_13-02-35;2023-08-31 13:02:35;2023-08-31 13:04:23;00:01:48;entrance;no;entrance;250;FAIR-D1/250;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
251;FAIR-D1_251;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_16-24-11;FAIR-D1_2023-08-31_16-24-11;2023-08-31 16:24:11;2023-08-31 16:24:17;00:00:06;?;no;entrance;251;FAIR-D1/251;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
252;FAIR-D1_252;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_17-55-26;FAIR-D1_2023-08-31_18-06-14;2023-08-31 17:55:26;2023-08-31 18:07:08;00:11:42;entrance;no;entrance;252;FAIR-D1/252;4 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
253;FAIR-D1_253;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_18-07-47;FAIR-D1_2023-08-31_18-07-47;2023-08-31 18:07:47;2023-08-31 18:07:52;00:00:05;exit;no;entrance;253;FAIR-D1/253;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
254;FAIR-D1_254;FAIR-D1;2023-08-31;FAIR-D1_2023-08-31_18-17-47;FAIR-D1_2023-08-31_18-17-47;2023-08-31 18:17:47;2023-08-31 18:18:00;00:00:13;?;no;?;254;FAIR-D1/254;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
255;FAIR-D1_255;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_07-06-08;FAIR-D1_2023-09-01_08-12-54;2023-09-01 07:06:08;2023-09-01 08:13:32;01:07:24;?;no;entrance;255;FAIR-D1/255;10 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
256;FAIR-D1_256;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_08-19-58;FAIR-D1_2023-09-01_08-19-58;2023-09-01 08:19:58;2023-09-01 08:20:19;00:00:21;?;no;entrance;256;FAIR-D1/256;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
257;FAIR-D1_257;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_08-21-09;FAIR-D1_2023-09-01_08-22-10;2023-09-01 08:21:09;2023-09-01 08:22:45;00:01:36;entrance;no;?;257;FAIR-D1/257;2 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
259;FAIR-D1_259;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_09-35-35;FAIR-D1_2023-09-01_09-35-35;2023-09-01 09:35:35;2023-09-01 09:36:41;00:01:06;entrance;yes;exit;259;FAIR-D1/259;1 video;no;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
260;FAIR-D1_260;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_11-39-50;FAIR-D1_2023-09-01_11-39-50;2023-09-01 11:39:50;2023-09-01 11:40:20;00:00:30;entrance;no;entrance;260;FAIR-D1/260;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
262;FAIR-D1_262;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_12-48-06;FAIR-D1_2023-09-01_12-48-06;2023-09-01 12:48:06;2023-09-01 12:48:10;00:00:04;entrance;yes;exit;262;FAIR-D1/262;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
263;FAIR-D1_263;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_12-53-47;FAIR-D1_2023-09-01_12-53-47;2023-09-01 12:53:47;2023-09-01 12:53:53;00:00:06;?;no;?;263;FAIR-D1/263;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
264;FAIR-D1_264;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_13-19-52;FAIR-D1_2023-09-01_13-19-52;2023-09-01 13:19:52;2023-09-01 13:22:30;00:02:38;entrance;yes;exit;264;FAIR-D1/264;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
265;FAIR-D1_265;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_13-19-52;FAIR-D1_2023-09-01_13-19-52;2023-09-01 13:22:15;2023-09-01 13:22:17;00:00:02;exit;no;exit;265;FAIR-D1/265;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
266;FAIR-D1_266;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_13-24-14;FAIR-D1_2023-09-01_13-24-14;2023-09-01 13:24:14;2023-09-01 13:24:28;00:00:14;entrance;yes;exit;266;FAIR-D1/266;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
267;FAIR-D1_267;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_14-24-42;FAIR-D1_2023-09-01_14-24-42;2023-09-01 14:24:42;2023-09-01 14:25:09;00:00:27;?;no;?;267;FAIR-D1/267;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
268;FAIR-D1_268;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_14-26-01;FAIR-D1_2023-09-01_14-26-01;2023-09-01 14:26:01;2023-09-01 14:26:11;00:00:10;?;no;?;268;FAIR-D1/268;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
269;FAIR-D1_269;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_14-33-37;FAIR-D1_2023-09-01_14-33-37;2023-09-01 14:33:37;2023-09-01 14:34:14;00:00:37;exit;no;exit;269;FAIR-D1/269;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;#N/C;#N/C;#N/C;#N/C;flesh_fly;;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta
270;FAIR-D1_270;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_14-40-07;FAIR-D1_2023-09-01_14-40-07;2023-09-01 14:40:07;2023-09-01 14:40:13;00:00:06;entrance;no;exit;270;FAIR-D1/270;1 video;yes;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Vespoidea;Vespidae;Vespinae;Vespula;#N/C;wasp;Vespidae;Vespoidea;Aculeata;Apocrita;Hymenoptera;Insecta
271;FAIR-D1_271;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_15-17-10;FAIR-D1_2023-09-01_15-17-10;2023-09-01 15:17:10;2023-09-01 15:17:15;00:00:05;entrance;no;exit;271;FAIR-D1/271;1 video;yes;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Vespoidea;Vespidae;Vespinae;Vespula;#N/C;wasp;Vespidae;Vespoidea;Aculeata;Apocrita;Hymenoptera;Insecta
272;FAIR-D1_272;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_15-21-24;FAIR-D1_2023-09-01_15-21-24;2023-09-01 15:21:24;2023-09-01 15:21:45;00:00:21;entrance;no;entrance;272;FAIR-D1/272;1 video;yes;yes;Insecta;Lepidoptera;Glossata;Heterocera;Noctuoidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;Glossata;Lepidoptera;Insecta
273;FAIR-D1_273;FAIR-D1;2023-09-01;FAIR-D1_2023-09-01_16-06-26;FAIR-D1_2023-09-01_16-06-26;2023-09-01 16:06:26;2023-09-01 16:06:36;00:00:10;entrance;no;?;273;FAIR-D1/273;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
